,date,title,author
2017,"August 24, 1980",Rage of Angels,Sidney Sheldon
2018,"August 31, 1980",Rage of Angels,Sidney Sheldon
2019,"September 7, 1980",Rage of Angels,Sidney Sheldon
2020,"September 14, 1980",Rage of Angels,Sidney Sheldon
2021,"September 21, 1980",Rage of Angels,Sidney Sheldon
2022,"September 28, 1980",Firestarter,Stephen King
2023,"October 5, 1980",Firestarter,Stephen King
2024,"October 12, 1980",Firestarter,Stephen King
2025,"October 19, 1980",The Key to Rebecca,Ken Follett
2026,"October 26, 1980",The Key to Rebecca,Ken Follett
2027,"November 2, 1980",The Covenant,James Michener
2028,"November 9, 1980",The Covenant,James Michener
2029,"November 16, 1980",The Covenant,James Michener
2030,"November 23, 1980",The Covenant,James Michener
2031,"November 30, 1980",The Covenant,James Michener
2032,"December 7, 1980",The Covenant,James Michener
2033,"December 14, 1980",The Covenant,James Michener
2034,"December 21, 1980",The Covenant,James Michener
2035,"December 28, 1980",The Covenant,James Michener
2036,"January 4, 1981",The Covenant,James Michener
2037,"January 11, 1981",The Covenant,James Michener
2038,"January 18, 1981",The Covenant,James Michener
2039,"January 25, 1981",The Covenant,James Michener
2040,"February 1, 1981",The Covenant,James Michener
2041,"February 8, 1981",The Covenant,James Michener
2042,"February 15, 1981",The Covenant,James Michener
2043,"February 22, 1981",The Covenant,James Michener
2044,"March 1, 1981",The Covenant,James Michener
2045,"March 8, 1981",The Covenant,James Michener
2046,"March 15, 1981",The Covenant,James Michener
2047,"March 22, 1981",The Covenant,James Michener
2048,"March 29, 1981",The Covenant,James Michener
2049,"April 5, 1981",The Covenant,James Michener
2050,"April 12, 1981",The Covenant,James Michener
2051,"April 19, 1981",The Covenant,James Michener
2052,"April 26, 1981",Gorky Park,Martin Cruz Smith
2053,"May 3, 1981",Gorky Park,Martin Cruz Smith
2054,"May 10, 1981",Noble House,James Clavell
2055,"May 17, 1981",Noble House,James Clavell
2056,"May 24, 1981",Noble House,James Clavell
2057,"May 31, 1981",Noble House,James Clavell
2058,"June 7, 1981",Noble House,James Clavell
2059,"June 14, 1981",Noble House,James Clavell
2060,"June 21, 1981",Noble House,James Clavell
2061,"June 28, 1981",Noble House,James Clavell
2062,"July 5, 1981",Noble House,James Clavell
2063,"July 12, 1981",Noble House,James Clavell
2064,"July 19, 1981",Noble House,James Clavell
2065,"July 26, 1981",Noble House,James Clavell
2066,"August 2, 1981",Noble House,James Clavell
2067,"August 9, 1981",Noble House,James Clavell
2068,"August 16, 1981",Noble House,James Clavell
2069,"August 23, 1981",Cujo,Stephen King
2070,"August 30, 1981",Cujo,Stephen King
2071,"September 6, 1981",Cujo,Stephen King
2072,"September 13, 1981",Cujo,Stephen King
2073,"September 20, 1981",Cujo,Stephen King
2074,"September 27, 1981",The Hotel New Hampshire,John Irving
2075,"October 4, 1981",The Hotel New Hampshire,John Irving
2076,"October 11, 1981",The Hotel New Hampshire,John Irving
2077,"October 18, 1981",The Hotel New Hampshire,John Irving
2078,"October 25, 1981",The Hotel New Hampshire,John Irving
2079,"November 1, 1981",The Hotel New Hampshire,John Irving
2080,"November 8, 1981",The Hotel New Hampshire,John Irving
2081,"November 15, 1981",An Indecent Obsession,Colleen McCullough
2082,"November 22, 1981",An Indecent Obsession,Colleen McCullough
2083,"November 29, 1981",An Indecent Obsession,Colleen McCullough
2084,"December 6, 1981",An Indecent Obsession,Colleen McCullough
2085,"December 13, 1981",An Indecent Obsession,Colleen McCullough
2086,"December 20, 1981",An Indecent Obsession,Colleen McCullough
2087,"December 27, 1981",An Indecent Obsession,Colleen McCullough
2088,"January 3, 1982",An Indecent Obsession,Colleen McCullough
2089,"January 10, 1982",An Indecent Obsession,Colleen McCullough
2090,"January 17, 1982",An Indecent Obsession,Colleen McCullough
2091,"January 24, 1982",An Indecent Obsession,Colleen McCullough
2092,"January 31, 1982",An Indecent Obsession,Colleen McCullough
2093,"February 7, 1982",An Indecent Obsession,Colleen McCullough
2094,"February 14, 1982",The Hotel New Hampshire,John Irving
2095,"February 21, 1982",An Indecent Obsession,Colleen McCullough
2096,"February 28, 1982",North and South,John Jakes
2097,"March 7, 1982",North and South,John Jakes
2098,"March 14, 1982",North and South,John Jakes
2099,"March 21, 1982",The Parsifal Mosaic,Robert Ludlum
2100,"March 28, 1982",The Parsifal Mosaic,Robert Ludlum
2101,"April 4, 1982",The Parsifal Mosaic,Robert Ludlum
2102,"April 11, 1982",The Parsifal Mosaic,Robert Ludlum
2103,"April 18, 1982",The Parsifal Mosaic,Robert Ludlum
2104,"April 25, 1982",The Parsifal Mosaic,Robert Ludlum
2105,"May 2, 1982",The Parsifal Mosaic,Robert Ludlum
2106,"May 9, 1982",The Parsifal Mosaic,Robert Ludlum
2107,"May 16, 1982",The Parsifal Mosaic,Robert Ludlum
2108,"May 23, 1982",The Parsifal Mosaic,Robert Ludlum
2109,"May 30, 1982",The Parsifal Mosaic,Robert Ludlum
2110,"June 6, 1982",The Man from St. Petersburg,Ken Follett
2111,"June 13, 1982",The Parsifal Mosaic,Robert Ludlum
2112,"June 20, 1982",The Parsifal Mosaic,Robert Ludlum
2113,"June 27, 1982",The Parsifal Mosaic,Robert Ludlum
2114,"July 4, 1982",The Prodigal Daughter,Jeffrey Archer
2115,"July 11, 1982",The Parsifal Mosaic,Robert Ludlum
2116,"July 18, 1982",The Parsifal Mosaic,Robert Ludlum
2117,"July 25, 1982",The Prodigal Daughter,Jeffrey Archer
2118,"August 1, 1982",The Prodigal Daughter,Jeffrey Archer
2119,"August 8, 1982",The Prodigal Daughter,Jeffrey Archer
2120,"August 15, 1982",Different Seasons,Stephen King
2121,"August 22, 1982",The Prodigal Daughter,Jeffrey Archer
2122,"August 29, 1982",Different Seasons,Stephen King
2123,"September 5, 1982",Different Seasons,Stephen King
2124,"September 12, 1982",Master of the Game,Sidney Sheldon
2125,"September 19, 1982",Master of the Game,Sidney Sheldon
2126,"September 26, 1982",Master of the Game,Sidney Sheldon
2127,"October 3, 1982",Master of the Game,Sidney Sheldon
2128,"October 10, 1982",Space,James Michener
2129,"October 17, 1982",Space,James Michener
2130,"October 24, 1982",Space,James Michener
2131,"October 31, 1982",Space,James Michener
2132,"November 7, 1982",Space,James Michener
2133,"November 14, 1982",Space,James Michener
2134,"November 21, 1982",Space,James Michener
2135,"November 28, 1982",Space,James Michener
2136,"December 5, 1982",Space,James Michener
2137,"December 12, 1982",Space,James Michener
2138,"December 19, 1982",Space,James Michener
2139,"December 26, 1982",Space,James Michener
2140,"January 2, 1983",Space,James Michener
2141,"January 9, 1983",Space,James Michener
2142,"January 16, 1983",Space,James Michener
2143,"January 23, 1983",Space,James Michener
2144,"January 30, 1983",Space,James Michener
2145,"February 6, 1983",Space,James Michener
2146,"February 13, 1983",Space,James Michener
2147,"February 20, 1983",Mistral's Daughter,Judith Krantz
2148,"February 27, 1983",Space,James Michener
2149,"March 6, 1983",Space,James Michener
2150,"March 13, 1983",Space,James Michener
2151,"March 20, 1983",The Little Drummer Girl,John le Carré
2152,"March 27, 1983",The Little Drummer Girl,John le Carré
2153,"April 3, 1983",The Little Drummer Girl,John le Carré
2154,"April 10, 1983",The Little Drummer Girl,John le Carré
2155,"April 17, 1983",The Little Drummer Girl,John le Carré
2156,"April 24, 1983",The Little Drummer Girl,John le Carré
2157,"May 1, 1983",The Little Drummer Girl,John le Carré
2158,"May 8, 1983",The Little Drummer Girl,John le Carré
2159,"May 15, 1983",The Little Drummer Girl,John le Carré
2160,"May 22, 1983",The Little Drummer Girl,John le Carré
2161,"May 29, 1983",The Little Drummer Girl,John le Carré
2162,"June 5, 1983",The Little Drummer Girl,John le Carré
2163,"June 12, 1983",Star Wars: Return of the Jedi – The Storybook Based on the Movie,Joan D. Vinge
2164,"June 19, 1983",Star Wars: Return of the Jedi – The Storybook Based on the Movie,Joan D. Vinge
2165,"June 26, 1983",Star Wars: Return of the Jedi – The Storybook Based on the Movie,Joan D. Vinge
2166,"July 3, 1983",Star Wars: Return of the Jedi – The Storybook Based on the Movie,Joan D. Vinge
2167,"July 10, 1983",Star Wars: Return of the Jedi – The Storybook Based on the Movie,Joan D. Vinge
2168,"July 17, 1983",Star Wars: Return of the Jedi – The Storybook Based on the Movie,Joan D. Vinge
2169,"July 24, 1983",Star Wars: Return of the Jedi – The Storybook Based on the Movie,Joan D. Vinge
2170,"July 31, 1983",Star Wars: Return of the Jedi – The Storybook Based on the Movie,Joan D. Vinge
2171,"August 7, 1983",The Name of the Rose,Umberto Eco
2172,"August 14, 1983",The Name of the Rose,Umberto Eco
2173,"August 21, 1983",The Name of the Rose,Umberto Eco
2174,"August 28, 1983",The Name of the Rose,Umberto Eco
2175,"September 4, 1983",The Name of the Rose,Umberto Eco
2176,"September 11, 1983",Poland,James Michener
2177,"September 18, 1983",Poland,James Michener
2178,"September 25, 1983",Poland,James Michener
2179,"October 2, 1983",Poland,James Michener
2180,"October 9, 1983",Poland,James Michener
2181,"October 16, 1983",Poland,James Michener
2182,"October 23, 1983",Poland,James Michener
2183,"October 30, 1983",Poland,James Michener
2184,"November 6, 1983",Poland,James Michener
2185,"November 13, 1983",Pet Sematary,Stephen King
2186,"November 20, 1983",Pet Sematary,Stephen King
2187,"November 27, 1983",Pet Sematary,Stephen King
2188,"December 4, 1983",Pet Sematary,Stephen King
2189,"December 11, 1983",Pet Sematary,Stephen King
2190,"December 18, 1983",Pet Sematary,Stephen King
2191,"December 25, 1983",Poland,James Michener
2192,"January 1, 1984",Poland,James Michener
2193,"January 8, 1984",Poland,James Michener
2194,"January 15, 1984",Pet Sematary,Stephen King
2195,"January 22, 1984",Pet Sematary,Stephen King
2196,"January 29, 1984",Who Killed the Robins Family?,Thomas Chastain
2197,"February 5, 1984",Pet Sematary,Stephen King
2198,"February 12, 1984",Pet Sematary,Stephen King
2199,"February 19, 1984",Pet Sematary,Stephen King
2200,"February 26, 1984",Pet Sematary,Stephen King
2201,"March 4, 1984",Pet Sematary,Stephen King
2202,"March 11, 1984",The Aquitaine Progression,Robert Ludlum
2203,"March 18, 1984",The Aquitaine Progression,Robert Ludlum
2204,"March 25, 1984",The Aquitaine Progression,Robert Ludlum
2205,"April 1, 1984",The Aquitaine Progression,Robert Ludlum
2206,"April 8, 1984",The Aquitaine Progression,Robert Ludlum
2207,"April 15, 1984",The Aquitaine Progression,Robert Ludlum
2208,"April 22, 1984",The Aquitaine Progression,Robert Ludlum
2209,"April 29, 1984",The Aquitaine Progression,Robert Ludlum
2210,"May 6, 1984",The Aquitaine Progression,Robert Ludlum
2211,"May 13, 1984",The Aquitaine Progression,Robert Ludlum
2212,"May 20, 1984",The Aquitaine Progression,Robert Ludlum
2213,"May 27, 1984",The Aquitaine Progression,Robert Ludlum
2214,"June 3, 1984",Full Circle,Danielle Steel
2215,"June 10, 1984",Full Circle,Danielle Steel
2216,"June 17, 1984",Full Circle,Danielle Steel
2217,"June 24, 1984",Full Circle,Danielle Steel
2218,"July 1, 1984",The Aquitaine Progression,Robert Ludlum
2219,"July 8, 1984","""...And Ladies of the Club""",Helen Hooven Santmyer
2220,"July 15, 1984","""...And Ladies of the Club""",Helen Hooven Santmyer
2221,"July 22, 1984","""...And Ladies of the Club""",Helen Hooven Santmyer
2222,"July 29, 1984","""...And Ladies of the Club""",Helen Hooven Santmyer
2223,"August 5, 1984","""...And Ladies of the Club""",Helen Hooven Santmyer
2224,"August 12, 1984","""...And Ladies of the Club""",Helen Hooven Santmyer
2225,"August 19, 1984","""...And Ladies of the Club""",Helen Hooven Santmyer
2226,"August 26, 1984",First Among Equals,Jeffrey Archer
2227,"September 2, 1984",First Among Equals,Jeffrey Archer
2228,"September 9, 1984",First Among Equals,Jeffrey Archer
2229,"September 16, 1984",The Fourth Protocol,Frederick Forsyth
2230,"September 23, 1984",The Fourth Protocol,Frederick Forsyth
2231,"September 30, 1984",The Fourth Protocol,Frederick Forsyth
2232,"October 7, 1984",The Fourth Protocol,Frederick Forsyth
2233,"October 14, 1984",The Fourth Protocol,Frederick Forsyth
2234,"October 21, 1984",The Fourth Protocol,Frederick Forsyth
2235,"October 28, 1984",The Talisman,Stephen King and Peter Straub
2236,"November 4, 1984",The Talisman,Stephen King and Peter Straub
2237,"November 11, 1984",The Talisman,Stephen King and Peter Straub
2238,"November 18, 1984",The Talisman,Stephen King and Peter Straub
2239,"November 25, 1984",The Talisman,Stephen King and Peter Straub
2240,"December 2, 1984",The Talisman,Stephen King and Peter Straub
2241,"December 9, 1984",The Talisman,Stephen King and Peter Straub
2242,"December 16, 1984",The Talisman,Stephen King and Peter Straub
2243,"December 23, 1984",The Talisman,Stephen King and Peter Straub
2244,"December 30, 1984",The Talisman,Stephen King and Peter Straub
2245,"January 6, 1985",The Talisman,Stephen King and Peter Straub
2246,"January 13, 1985",The Talisman,Stephen King and Peter Straub
2247,"January 20, 1985",The Sicilian,Mario Puzo
2248,"January 27, 1985",The Sicilian,Mario Puzo
2249,"February 3, 1985",If Tomorrow Comes,Sidney Sheldon
2250,"February 10, 1985",If Tomorrow Comes,Sidney Sheldon
2251,"February 17, 1985",If Tomorrow Comes,Sidney Sheldon
2252,"February 24, 1985",If Tomorrow Comes,Sidney Sheldon
2253,"March 3, 1985",If Tomorrow Comes,Sidney Sheldon
2254,"March 10, 1985",If Tomorrow Comes,Sidney Sheldon
2255,"March 17, 1985",If Tomorrow Comes,Sidney Sheldon
2256,"March 24, 1985",If Tomorrow Comes,Sidney Sheldon
2257,"March 31, 1985",Family Album,Danielle Steel
2258,"April 7, 1985",Family Album,Danielle Steel
2259,"April 14, 1985",Family Album,Danielle Steel
2260,"April 21, 1985",Family Album,Danielle Steel
2261,"April 28, 1985",Thinner,"Richard Bachman
(pseudonym for Stephen King)"
2262,"May 5, 1985",Thinner,"Richard Bachman
(pseudonym for Stephen King)"
2263,"May 12, 1985",Thinner,"Richard Bachman
(pseudonym for Stephen King)"
2264,"May 19, 1985",Thinner,"Richard Bachman
(pseudonym for Stephen King)"
2265,"May 26, 1985",If Tomorrow Comes,Sidney Sheldon
2266,"June 2, 1985",Jubal Sackett,Louis L'Amour
2267,"June 9, 1985",Hold the Dream,Barbara Taylor Bradford
2268,"June 16, 1985",The Cider House Rules,John Irving
2269,"June 23, 1985",Skeleton Crew,Stephen King
2270,"June 30, 1985",Skeleton Crew,Stephen King
2271,"July 7, 1985",Skeleton Crew,Stephen King
2272,"July 14, 1985",Skeleton Crew,Stephen King
2273,"July 21, 1985",Skeleton Crew,Stephen King
2274,"July 28, 1985",Skeleton Crew,Stephen King
2275,"August 4, 1985",Skeleton Crew,Stephen King
2276,"August 11, 1985",Skeleton Crew,Stephen King
2277,"August 18, 1985",Skeleton Crew,Stephen King
2278,"August 25, 1985",Skeleton Crew,Stephen King
2279,"September 1, 1985",Lucky,Jackie Collins
2280,"September 8, 1985",Lucky,Jackie Collins
2281,"September 15, 1985",Lake Wobegon Days,Garrison Keillor
2282,"September 22, 1985",Lake Wobegon Days,Garrison Keillor
2283,"September 29, 1985",Lake Wobegon Days,Garrison Keillor
2284,"October 6, 1985",Lake Wobegon Days,Garrison Keillor
2285,"October 13, 1985",Texas,James Michener
2286,"October 20, 1985",Texas,James Michener
2287,"October 27, 1985",Texas,James Michener
2288,"November 3, 1985",Texas,James Michener
2289,"November 10, 1985",Texas,James Michener
2290,"November 17, 1985",Texas,James Michener
2291,"November 24, 1985",The Mammoth Hunters,Jean M. Auel
2292,"December 1, 1985",The Mammoth Hunters,Jean M. Auel
2293,"December 8, 1985",The Mammoth Hunters,Jean M. Auel
2294,"December 15, 1985",The Mammoth Hunters,Jean M. Auel
2295,"December 22, 1985",The Mammoth Hunters,Jean M. Auel
2296,"December 29, 1985",Lake Wobegon Days,Garrison Keillor
2297,"January 5, 1986",The Mammoth Hunters,Jean M. Auel
2298,"January 12, 1986",The Mammoth Hunters,Jean M. Auel
2299,"January 19, 1986",The Mammoth Hunters,Jean M. Auel
2300,"January 26, 1986",The Mammoth Hunters,Jean M. Auel
2301,"February 2, 1986",The Mammoth Hunters,Jean M. Auel
2302,"February 9, 1986",The Mammoth Hunters,Jean M. Auel
2303,"February 16, 1986",Lie Down with Lions,Ken Follett
2304,"February 23, 1986",Lie Down with Lions,Ken Follett
2305,"March 2, 1986",Lake Wobegon Days,Garrison Keillor
2306,"March 9, 1986",The Bourne Supremacy,Robert Ludlum
2307,"March 16, 1986",The Bourne Supremacy,Robert Ludlum
2308,"March 23, 1986",The Bourne Supremacy,Robert Ludlum
2309,"March 30, 1986",The Bourne Supremacy,Robert Ludlum
2310,"April 6, 1986",The Bourne Supremacy,Robert Ludlum
2311,"April 13, 1986",The Bourne Supremacy,Robert Ludlum
2312,"April 20, 1986",The Bourne Supremacy,Robert Ludlum
2313,"April 27, 1986",The Bourne Supremacy,Robert Ludlum
2314,"May 4, 1986",A Perfect Spy,John le Carré
2315,"May 11, 1986",A Perfect Spy,John le Carré
2316,"May 18, 1986",A Perfect Spy,John le Carré
2317,"May 25, 1986",I'll Take Manhattan,Judith Krantz
2318,"June 1, 1986",A Perfect Spy,John le Carré
2319,"June 8, 1986",I'll Take Manhattan,Judith Krantz
2320,"June 15, 1986",A Perfect Spy,John le Carré
2321,"June 22, 1986",Last of the Breed,Louis L'Amour
2322,"June 29, 1986",Last of the Breed,Louis L'Amour
2323,"July 6, 1986",Last of the Breed,Louis L'Amour
2324,"July 13, 1986",Last of the Breed,Louis L'Amour
2325,"July 20, 1986",Wanderlust,Danielle Steel
2326,"July 27, 1986",Wanderlust,Danielle Steel
2327,"August 3, 1986",Wanderlust,Danielle Steel
2328,"August 10, 1986",Wanderlust,Danielle Steel
2329,"August 17, 1986",Red Storm Rising,Tom Clancy
2330,"August 24, 1986",Red Storm Rising,Tom Clancy
2331,"August 31, 1986",Red Storm Rising,Tom Clancy
2332,"September 7, 1986",Red Storm Rising,Tom Clancy
2333,"September 14, 1986",It,Stephen King
2334,"September 21, 1986",It,Stephen King
2335,"September 28, 1986",It,Stephen King
2336,"October 5, 1986",It,Stephen King
2337,"October 12, 1986",It,Stephen King
2338,"October 19, 1986",It,Stephen King
2339,"October 26, 1986",It,Stephen King
2340,"November 2, 1986",It,Stephen King
2341,"November 9, 1986",It,Stephen King
2342,"November 16, 1986",It,Stephen King
2343,"November 23, 1986",Whirlwind,James Clavell
2344,"November 30, 1986",Whirlwind,James Clavell
2345,"December 7, 1986",Whirlwind,James Clavell
2346,"December 14, 1986",Whirlwind,James Clavell
2347,"December 21, 1986",It,Stephen King
2348,"December 28, 1986",It,Stephen King
2349,"January 4, 1987",It,Stephen King
2350,"January 11, 1987",It,Stephen King
2351,"January 18, 1987",Red Storm Rising,Tom Clancy
2352,"January 25, 1987",Red Storm Rising,Tom Clancy
2353,"February 1, 1987",The Eyes of the Dragon,Stephen King
2354,"February 8, 1987",Windmills of the Gods,Sidney Sheldon
2355,"February 15, 1987",Windmills of the Gods,Sidney Sheldon
2356,"February 22, 1987",Windmills of the Gods,Sidney Sheldon
2357,"March 1, 1987",Windmills of the Gods,Sidney Sheldon
2358,"March 8, 1987",Windmills of the Gods,Sidney Sheldon
2359,"March 15, 1987",Windmills of the Gods,Sidney Sheldon
2360,"March 22, 1987",Windmills of the Gods,Sidney Sheldon
2361,"March 29, 1987",Fine Things,Danielle Steel
2362,"April 5, 1987",Fine Things,Danielle Steel
2363,"April 12, 1987",Fine Things,Danielle Steel
2364,"April 19, 1987",Fine Things,Danielle Steel
2365,"April 26, 1987",Fine Things,Danielle Steel
2366,"May 3, 1987",Fine Things,Danielle Steel
2367,"May 10, 1987",Fine Things,Danielle Steel
2368,"May 17, 1987",Fine Things,Danielle Steel
2369,"May 24, 1987",Fine Things,Danielle Steel
2370,"May 31, 1987",The Haunted Mesa,Louis L'Amour
2371,"June 7, 1987",Misery,Stephen King
2372,"June 14, 1987",Misery,Stephen King
2373,"June 21, 1987",Misery,Stephen King
2374,"June 28, 1987",Misery,Stephen King
2375,"July 5, 1987",Misery,Stephen King
2376,"July 12, 1987",Misery,Stephen King
2377,"July 19, 1987",Misery,Stephen King
2378,"July 26, 1987",Presumed Innocent,Scott Turow
2379,"August 2, 1987",Patriot Games,Tom Clancy
2380,"August 9, 1987",Patriot Games,Tom Clancy
2381,"August 16, 1987",Patriot Games,Tom Clancy
2382,"August 23, 1987",Patriot Games,Tom Clancy
2383,"August 30, 1987",Patriot Games,Tom Clancy
2384,"September 6, 1987",Presumed Innocent,Scott Turow
2385,"September 13, 1987",Presumed Innocent,Scott Turow
2386,"September 20, 1987",Presumed Innocent,Scott Turow
2387,"September 27, 1987",Presumed Innocent,Scott Turow
2388,"October 4, 1987",Presumed Innocent,Scott Turow
2389,"October 11, 1987",Presumed Innocent,Scott Turow
2390,"October 18, 1987",Presumed Innocent,Scott Turow
2391,"October 25, 1987",Kaleidoscope,Danielle Steel
2392,"November 1, 1987",Kaleidoscope,Danielle Steel
2393,"November 8, 1987",Kaleidoscope,Danielle Steel
2394,"November 15, 1987",Kaleidoscope,Danielle Steel
2395,"November 22, 1987",Kaleidoscope,Danielle Steel
2396,"November 29, 1987",The Tommyknockers,Stephen King
2397,"December 6, 1987",The Tommyknockers,Stephen King
2398,"December 13, 1987",The Tommyknockers,Stephen King
2399,"December 20, 1987",The Tommyknockers,Stephen King
2400,"December 27, 1987",The Tommyknockers,Stephen King
2401,"January 3, 1988",The Tommyknockers,Stephen King
2402,"January 10, 1988",The Tommyknockers,Stephen King
2403,"January 17, 1988",The Tommyknockers,Stephen King
2404,"January 24, 1988",The Bonfire of the Vanities,Tom Wolfe
2405,"January 31, 1988",The Bonfire of the Vanities,Tom Wolfe
2406,"February 7, 1988",The Bonfire of the Vanities,Tom Wolfe
2407,"February 14, 1988",The Bonfire of the Vanities,Tom Wolfe
2408,"February 21, 1988",The Bonfire of the Vanities,Tom Wolfe
2409,"February 28, 1988",The Bonfire of the Vanities,Tom Wolfe
2410,"March 6, 1988",The Bonfire of the Vanities,Tom Wolfe
2411,"March 13, 1988",The Bonfire of the Vanities,Tom Wolfe
2412,"March 20, 1988",The Icarus Agenda,Robert Ludlum
2413,"March 27, 1988",The Icarus Agenda,Robert Ludlum
2414,"April 3, 1988",The Icarus Agenda,Robert Ludlum
2415,"April 10, 1988",The Icarus Agenda,Robert Ludlum
2416,"April 17, 1988",The Icarus Agenda,Robert Ludlum
2417,"April 24, 1988",The Icarus Agenda,Robert Ludlum
2418,"May 1, 1988",The Icarus Agenda,Robert Ludlum
2419,"May 8, 1988",The Icarus Agenda,Robert Ludlum
2420,"May 15, 1988",Zoya,Danielle Steel
2421,"May 22, 1988",Zoya,Danielle Steel
2422,"May 29, 1988",Zoya,Danielle Steel
2423,"June 5, 1988",Zoya,Danielle Steel
2424,"June 12, 1988",Zoya,Danielle Steel
2425,"June 19, 1988",Zoya,Danielle Steel
2426,"June 26, 1988",Zoya,Danielle Steel
2427,"July 3, 1988",Alaska,James Michener
2428,"July 10, 1988",Alaska,James Michener
2429,"July 17, 1988",Alaska,James Michener
2430,"July 24, 1988",Alaska,James Michener
2431,"July 31, 1988",Alaska,James Michener
2432,"August 7, 1988",The Cardinal of the Kremlin,Tom Clancy
2433,"August 14, 1988",The Cardinal of the Kremlin,Tom Clancy
2434,"August 21, 1988",The Cardinal of the Kremlin,Tom Clancy
2435,"August 28, 1988",The Cardinal of the Kremlin,Tom Clancy
2436,"September 4, 1988",The Cardinal of the Kremlin,Tom Clancy
2437,"September 11, 1988",The Cardinal of the Kremlin,Tom Clancy
2438,"September 18, 1988",The Cardinal of the Kremlin,Tom Clancy
2439,"September 25, 1988",The Cardinal of the Kremlin,Tom Clancy
2440,"October 2, 1988",The Cardinal of the Kremlin,Tom Clancy
2441,"October 9, 1988",The Cardinal of the Kremlin,Tom Clancy
2442,"October 16, 1988",The Cardinal of the Kremlin,Tom Clancy
2443,"October 23, 1988",The Cardinal of the Kremlin,Tom Clancy
2444,"October 30, 1988",The Queen of the Damned,Anne Rice
2445,"November 6, 1988",The Queen of the Damned,Anne Rice
2446,"November 13, 1988",The Queen of the Damned,Anne Rice
2447,"November 20, 1988",The Sands of Time,Sidney Sheldon
2448,"November 27, 1988",The Sands of Time,Sidney Sheldon
2449,"December 4, 1988",The Sands of Time,Sidney Sheldon
2450,"December 11, 1988",The Sands of Time,Sidney Sheldon
2451,"December 18, 1988",The Sands of Time,Sidney Sheldon
2452,"December 25, 1988",The Sands of Time,Sidney Sheldon
2453,"January 1, 1989",The Sands of Time,Sidney Sheldon
2454,"January 8, 1989",The Sands of Time,Sidney Sheldon
2455,"January 15, 1989",The Sands of Time,Sidney Sheldon
2456,"January 22, 1989",The Sands of Time,Sidney Sheldon
2457,"January 29, 1989",The Sands of Time,Sidney Sheldon
2458,"February 5, 1989",Midnight,Dean Koontz
2459,"February 12, 1989",Midnight,Dean Koontz
2460,"February 19, 1989",Midnight,Dean Koontz
2461,"February 26, 1989",Star,Danielle Steel
2462,"March 5, 1989",Star,Danielle Steel
2463,"March 12, 1989",Star,Danielle Steel
2464,"March 19, 1989",Star,Danielle Steel
2465,"March 26, 1989",The Satanic Verses,Salman Rushdie
2466,"April 2, 1989",The Satanic Verses,Salman Rushdie
2467,"April 9, 1989",The Satanic Verses,Salman Rushdie
2468,"April 16, 1989",The Satanic Verses,Salman Rushdie
2469,"April 23, 1989",The Satanic Verses,Salman Rushdie
2470,"April 30, 1989",The Satanic Verses,Salman Rushdie
2471,"May 7, 1989",The Satanic Verses,Salman Rushdie
2472,"May 14, 1989",The Satanic Verses,Salman Rushdie
2473,"May 21, 1989",The Satanic Verses,Salman Rushdie
2474,"May 28, 1989",While My Pretty One Sleeps,Mary Higgins Clark
2475,"June 4, 1989",While My Pretty One Sleeps,Mary Higgins Clark
2476,"June 11, 1989",The Russia House,John le Carré
2477,"June 18, 1989",The Russia House,John le Carré
2478,"June 25, 1989",The Russia House,John le Carré
2479,"July 2, 1989",The Russia House,John le Carré
2480,"July 9, 1989",The Russia House,John le Carré
2481,"July 16, 1989",The Russia House,John le Carré
2482,"July 23, 1989",The Russia House,John le Carré
2483,"July 30, 1989",The Russia House,John le Carré
2484,"August 6, 1989",Polar Star,Martin Cruz Smith
2485,"August 13, 1989",Polar Star,Martin Cruz Smith
2486,"August 20, 1989",The Russia House,John le Carré
2487,"August 27, 1989",The Russia House,John le Carré
2488,"September 3, 1989",Clear and Present Danger,Tom Clancy
2489,"September 10, 1989",Clear and Present Danger,Tom Clancy
2490,"September 17, 1989",Clear and Present Danger,Tom Clancy
2491,"September 24, 1989",Clear and Present Danger,Tom Clancy
2492,"October 1, 1989",Clear and Present Danger,Tom Clancy
2493,"October 8, 1989",Clear and Present Danger,Tom Clancy
2494,"October 15, 1989",Clear and Present Danger,Tom Clancy
2495,"October 22, 1989",Clear and Present Danger,Tom Clancy
2496,"October 29, 1989",Clear and Present Danger,Tom Clancy
2497,"November 5, 1989",The Dark Half,Stephen King
2498,"November 12, 1989",The Dark Half,Stephen King
2499,"November 19, 1989",The Dark Half,Stephen King
2500,"November 26, 1989",Daddy,Danielle Steel
2501,"December 3, 1989",Daddy,Danielle Steel
2502,"December 10, 1989",Daddy,Danielle Steel
2503,"December 17, 1989",Daddy,Danielle Steel
2504,"December 24, 1989",The Dark Half,Stephen King
2505,"December 31, 1989",Daddy,Danielle Steel
2506,"January 7, 1990",The Dark Half,Stephen King
2507,"January 14, 1990",The Dark Half,Stephen King
2508,"January 21, 1990",Daddy,Danielle Steel
2509,"January 28, 1990",Daddy,Danielle Steel
2510,"February 4, 1990",The Bad Place,Dean Koontz
2511,"February 11, 1990",The Bad Place,Dean Koontz
2512,"February 18, 1990",Devices and Desires,P. D. James
2513,"February 25, 1990",Devices and Desires,P. D. James
